[(751, 297), (667, 313), (667, 328), (640, 422), (640, 485), (667, 313), None, None, (528, 391), (528, 391), (612, 469), (612, 563), (556, 375), (612, 469), (612, 563), (751, 281), None, (723, 281), None]
[(751, 297), (667, 313), (667, 328), (667, 406), (640, 485), (667, 313), None, None, (528, 391), (528, 391), (612, 469), (612, 563), (556, 375), (612, 469), (612, 563), (751, 281), None, (723, 281), None]
[(751, 297), (667, 313), (667, 328), (640, 422), (640, 485), (667, 313), None, None, (556, 391), (528, 391), (612, 469), (612, 563), (556, 375), (612, 469), (612, 563), (751, 281), None, (723, 281), None]
[(751, 297), (667, 313), (667, 328), (640, 422), (640, 485), (667, 313), None, None, (528, 391), (528, 391), (612, 469), (612, 563), (556, 375), (612, 469), (612, 563), (751, 281), None, (723, 281), None]
[(751, 297), (667, 313), (667, 328), (640, 422), (640, 485), (667, 313), None, None, (556, 391), (528, 391), (612, 469), (612, 563), (556, 375), (612, 469), (612, 563), (751, 281), None, (723, 281), None]
[(751, 297), (667, 313), (667, 328), (667, 406), (640, 485), (667, 313), None, None, (528, 391), (528, 391), (612, 469), (612, 563), (556, 375), (612, 469), (612, 563), (751, 281), None, (723, 281), None]
[(751, 297), (667, 313), (667, 328), (640, 422), (640, 485), (667, 313), None, None, (556, 391), (528, 391), (612, 469), (612, 563), (556, 375), (612, 469), (612, 563), (751, 281), None, (723, 281), None]
[(751, 297), (667, 313), (667, 328), (667, 406), (640, 485), (667, 313), None, None, (528, 391), (528, 391), (612, 469), (612, 563), (556, 375), (612, 469), (612, 563), (751, 281), None, (723, 281), None]
[(751, 297), (667, 313), (667, 328), (640, 422), (640, 485), (667, 313), None, None, (556, 391), (528, 391), (612, 469), (612, 563), (556, 375), (612, 469), (612, 563), (751, 281), None, (723, 281), None]
[(751, 297), (667, 313), (667, 328), (667, 406), (640, 485), (667, 313), None, None, (528, 391), (528, 391), (612, 469), (612, 563), (556, 375), (612, 469), (612, 563), (751, 281), None, (723, 281), None]
[(751, 297), (667, 313), (667, 328), (667, 406), (640, 485), (667, 313), None, None, (528, 391), (528, 391), (612, 469), (612, 563), (556, 375), (612, 469), (612, 563), (751, 281), None, (723, 281), None]
[(751, 297), (667, 313), (667, 328), (667, 406), (640, 485), (667, 313), None, None, (528, 391), (528, 391), (612, 469), (612, 563), (556, 375), (612, 469), (612, 563), (751, 281), None, (723, 281), None]
[(751, 297), (667, 313), (667, 328), (667, 406), (640, 485), (667, 313), None, None, (556, 391), (528, 391), (612, 469), (612, 563), (556, 375), (640, 453), (612, 547), (751, 281), None, (723, 281), None]
[(751, 297), (667, 313), (667, 328), (667, 406), (640, 485), (667, 313), None, None, (556, 391), (528, 391), (612, 469), (612, 563), (556, 375), (640, 469), (612, 547), (751, 281), None, (723, 281), None]
[(751, 297), (667, 313), (667, 328), (640, 406), (640, 469), (667, 313), None, None, (528, 375), (528, 391), (612, 469), (612, 563), (556, 375), (640, 469), (612, 547), (751, 281), None, (723, 281), None]
[(751, 297), (667, 313), (667, 328), (640, 406), (640, 469), (667, 313), None, None, (528, 375), (528, 391), (612, 469), (612, 563), (556, 375), (640, 469), (612, 547), (751, 281), None, (723, 281), None]
